stop_id,stop_name,stop_lat,stop_lon
1734,COMMONWEALTH-CHAPMAN,33.873774,-117.884391
1735,COMMONWEALTH-SAN CARLOS,33.871427,-117.885915
1736,COMMONWEALTH-MISSION,33.870689,-117.88771
1737,COMMONWEALTH-STATE COLLEGE,33.870752,-117.890011
1738,COMMONWEALTH-LADERA VISTA,33.87063,-117.893913
1740,COMMONWEALTH-ACACIA,33.870597,-117.89866
1741,COMMONWEALTH-ANNIN,33.870574,-117.902096
1743,COMMONWEALTH-RAYMOND,33.870562,-117.906728
1744,COMMONWEALTH-YALE,33.870547,-117.911571
1746,COMMONWEALTH-BALCOM,33.870514,-117.915764
1748,COMMONWEALTH-LEMON,33.870475,-117.91947
1749,COMMONWEALTH-MALDEN,33.870433,-117.926325
1750,COMMONWEALTH-HIGHLAND,33.870429,-117.929033
1751,COMMONWEALTH-SHORT,33.8704,-117.931214
1752,COMMONWEALTH-RICHMAN,33.870358,-117.933345
1753,COMMONWEALTH-DRAKE,33.870382,-117.935629
1754,COMMONWEALTH-WOODS,33.87036,-117.937832
1755,COMMONWEALTH-EUCLID,33.870289,-117.942463
1756,COMMONWEALTH-CITRUS,33.870248,-117.946541
1757,COMMONWEALTH-BASQUE,33.870274,-117.950489
1758,COMMONWEALTH-ALBERTA,33.870246,-117.95316
1759,COMMONWEALTH-BROOKHURST,33.87021,-117.959858
1760,COMMONWEALTH-LLOYD,33.870157,-117.9633
1761,COMMONWEALTH-GILBERT,33.870125,-117.968841
1762,COMMONWEALTH-JENSEN,33.870099,-117.971502
1763,COMMONWEALTH-PRITCHARD,33.870088,-117.973884
1766,EUCLID-BAKER,33.856663,-117.941704
1767,EUCLID-ORANGETHORPE,33.85866,-117.941726
1768,EUCLID-SOUTHGATE,33.861579,-117.941763
1770,EUCLID-VALENCIA,33.866038,-117.94183
1771,EUCLID-COMMONWEALTH,33.870704,-117.941875
1772,EUCLID-CHAPMAN,33.873589,-117.941934
1774,EUCLID-FERN,33.878989,-117.94198
1775,EUCLID-VALENCIA MESA,33.886871,-117.941385
1776,EUCLID-BASTANCHURY,33.889752,-117.942753
1778,EUCLID-ROSECRANS,33.893305,-117.944262
1780,EUCLID-LAGUNA,33.900462,-117.940727
1781,EUCLID-LAKEVIEW,33.904428,-117.941256
1782,EUCLID-LA SENDA,33.905601,-117.943981
1783,EUCLID-COUNTRY HILLS,33.908227,-117.947905
1784,EUCLID-LAGUNA,33.900093,-117.941277
1785,EUCLID-LAGUNA TERRACE,33.895394,-117.944118
1786,EUCLID-ROSECRANS,33.893146,-117.944543
1787,EUCLID-PASEO DORADO,33.891449,-117.943666
1788,EUCLID-BASTANCHURY,33.889255,-117.942875
1790,EUCLID-ARROYO,33.87898,-117.942201
1791,EUCLID-CHAPMAN,33.873353,-117.942137
1792,EUCLID-COMMONWEALTH,33.869776,-117.94212
1793,EUCLID-VALENCIA,33.865859,-117.942051
1795,EUCLID-HILL,33.862153,-117.942002
1796,EUCLID-ORANGETHORPE,33.858987,-117.941944
1797,EUCLID-BAKER,33.856687,-117.941932
1804,HARBOR-ORANGEFAIR,33.856586,-117.924141
1805,HARBOR-ORANGETHORPE,33.86001,-117.924163
1806,HARBOR-COSTCO,33.86231,-117.924163
1807,HARBOR-VALENCIA,33.865622,-117.9242
1808,HARBOR-COMMONWEALTH,33.870714,-117.924235
1809,HARBOR-CHAPMAN,33.873674,-117.92422
1810,HARBOR-ELLIS,33.875138,-117.924254
1811,HARBOR-UNION,33.877634,-117.92421
1812,HARBOR-BERKELEY,33.879549,-117.92427
1813,HARBOR-BREA,33.884512,-117.925725
1814,HARBOR-ENT BREA DAM,33.888944,-117.92736
1815,HARBOR-VALENCIA MESA,33.893899,-117.928449
1816,HARBOR-BASTANCHURY,33.895914,-117.928853
1817,HARBOR-ENT 2700 FULLERTON,33.900742,-117.929131
1818,HARBOR-ENT 2800 FAIRWAY,33.902269,-117.929161
1819,HARBOR-LA ENTRADA,33.907334,-117.930195
1820,HARBOR-HERMOSA,33.909418,-117.930716
1821,HARBOR-IMPERIAL,33.918357,-117.93295
1822,HARBOR-BECKMAN,33.920804,-117.932988
1823,HARBOR-LAS RIENDAS,33.914295,-117.932861
1824,HARBOR-LAS PALMAS,33.911168,-117.931329
1825,HARBOR-HERMOSA,33.90899,-117.930902
1826,HARBOR-LA ENTRADA,33.906379,-117.930265
1827,HARBOR-BASTANCHURY,33.897469,-117.929401
1828,HARBOR-VALENCIA MESA,33.893691,-117.928751
1829,HARBOR-VALLEY VIEW,33.88269,-117.924861
1830,HARBOR-BERKELEY,33.879801,-117.924543
1831,HARBOR-UNION,33.877532,-117.924452
1832,HARBOR-CHAPMAN,33.873598,-117.924505
1833,HARBOR-SANTA FE,33.869513,-117.924377
1835,HARBOR-SOUTHGATE,33.862087,-117.924437
1836,HARBOR-ORANGETHORPE,33.858846,-117.924518
1837,HARBOR-ORANGEFAIR,33.856187,-117.924475
1843,LEMON-VALENCIA,33.866016,-117.919809
1844,LEMON-COMMONWEALTH,33.870782,-117.919749
1845,LEMON-WILSHIRE,33.872583,-117.919685
1846,LEMON-CHAPMAN,33.873873,-117.919977
1848,LEMON-COMMONWEALTH,33.870548,-117.919946
1849,LEMON-VALENCIA,33.865892,-117.920008
1850,LEMON-FREEDOM,33.862014,-117.920036
1851,LEMON-ORANGETHORPE,33.858639,-117.92005
1852,LEMON-ORANGEFAIR,33.855827,-117.920029
1853,MAGNOLIA-PORTER,33.860031,-117.976182
1854,MAGNOLIA-OLIVE,33.862089,-117.976219
1856,MAGNOLIA-VALENCIA,33.86618,-117.976261
1857,MAGNOLIA-COMMONWEALTH,33.869659,-117.976478
1858,MAGNOLIA-ORANGETHORPE,33.859442,-117.976444
1859,NUTWOOD-STATE COLLEGE,33.87758,-117.889422
1862,NUTWOOD-PLACENTIA,33.878012,-117.878342
1864,NUTWOOD-COMMONWEALTH,33.878248,-117.884418
1866,ORANGETHORPE-AUTO CENTER DRIVE,33.858943,-117.980673
1868,ORANGETHORPE-MAGNOLIA,33.858985,-117.975884
1870,ORANGETHORPE-PECKHAM,33.859022,-117.971026
1871,ORANGETHORPE-GILBERT,33.859047,-117.96739
1872,ORANGETHORPE-COURTNEY,33.859063,-117.963404
1873,ORANGETHORPE-BROOKHURST,33.85909,-117.958865
1875,ORANGETHORPE-EADINGTON,33.859131,-117.952989
1876,ORANGETHORPE-BASQUE,33.859158,-117.949636
1877,ORANGETHORPE-ORCHARD,33.85918,-117.946589
1878,ORANGETHORPE-EUCLID,33.85922,-117.941421
1879,ORANGETHORPE-WOODS,33.859333,-117.936676
1880,ORANGETHORPE-RICHMAN,33.859296,-117.932696
1881,ORANGETHORPE-HIGHLAND,33.85932,-117.928051
1882,ORANGETHORPE-HARBOR,33.859415,-117.923713
1883,ORANGETHORPE-RAYMOND,33.859441,-117.906447
1884,ORANGETHORPE-MANHATTAN,33.859465,-117.902761
1885,ORANGETHORPE-ACACIA,33.859503,-117.898384
1886,ORANGETHORPE-ENT 2150 VISTA PAINT,33.859535,-117.89393
1887,ORANGETHORPE-PLACENTIA,33.859985,-117.883684
1888,ORANGETHORPE-STATE COLLEGE,33.859802,-117.890081
1889,ORANGETHORPE-ENT 2100 COLT,33.859885,-117.894494
1890,ORANGETHORPE-ACACIA,33.859906,-117.898727
1891,ORANGETHORPE-MANHATTAN,33.859891,-117.902525
1892,ORANGETHORPE-LEMON,33.859578,-117.920536
1893,ORANGETHORPE-HARBOR,33.859606,-117.923824
1894,ORANGETHORPE-HIGHLAND,33.859589,-117.92889
1895,ORANGETHORPE-RICHMAN,33.859487,-117.933233
1896,ORANGETHORPE-WOODS,33.859451,-117.937288
1897,ORANGETHORPE-EUCLID,33.859484,-117.942579
1898,ORANGETHORPE-ORCHARD,33.8594,-117.947759
1899,ORANGETHORPE-BASQUE,33.859367,-117.950434
1900,ORANGETHORPE-EADINGTON,33.859368,-117.953385
1902,ORANGETHORPE-BROOKHURST,33.859318,-117.959874
1903,ORANGETHORPE-COURTNEY,33.859262,-117.964152
1904,ORANGETHORPE-GILBERT,33.859255,-117.967845
1905,ORANGETHORPE-PECKHAM,33.85921,-117.970895
1906,ORANGETHORPE-VINE,33.859201,-117.974347
1915,PLACENTIA-NUTWOOD,33.877288,-117.878227
1927,STATE COLLEGE-CYPRESS,33.861536,-117.889307
1928,STATE COLLEGE-VALENCIA,33.86521,-117.889343
1929,STATE COLLEGE-FENDER,33.867765,-117.889414
1930,STATE COLLEGE-COMMONWEALTH,33.871064,-117.889503
1931,STATE COLLEGE-CHAPMAN,33.874857,-117.889539
1932,STATE COLLEGE-NUTWOOD,33.878049,-117.889575
1933,STATE COLLEGE-CAMPUS,33.881828,-117.889617
1934,STATE COLLEGE-CORPORATION,33.884891,-117.889671
1935,STATE COLLEGE-YORBA LINDA,33.888642,-117.890123
1936,STATE COLLEGE-VISTA DEL SOL,33.89275,-117.891408
1939,STATE COLLEGE-BASTANCHURY,33.897565,-117.891917
1940,STATE COLLEGE-PALMETTO,33.894941,-117.891826
1941,STATE COLLEGE-MENDOCINO,33.891254,-117.891751
1942,STATE COLLEGE-YORBA LINDA,33.887291,-117.890154
1943,STATE COLLEGE-RANCH,33.884124,-117.889961
1944,STATE COLLEGE-DOROTHY,33.880978,-117.889874
1945,STATE COLLEGE-NUTWOOD,33.877587,-117.889876
1946,STATE COLLEGE-CHAPMAN,33.873361,-117.88976
1947,STATE COLLEGE-COMMONWEALTH,33.870124,-117.889706
1948,STATE COLLEGE-VALENCIA,33.867192,-117.889627
1949,STATE COLLEGE-KIMBERLY,33.863437,-117.88952
1950,STATE COLLEGE-ORANGETHORPE,33.859411,-117.889573
1960,FULLERTON TRANS CTR DOCK 1,33.869414,-117.92269
1961,FULLERTON TRANS CTR DOCK 2,33.869807,-117.922546
1962,FULLERTON TRANS CTR DOCK 3,33.869831,-117.922252
1963,FULLERTON TRANS CTR DOCK 4,33.869679,-117.922725
1969,FULLERTON PARK AND RIDE DOCK 5,33.85848,-117.979235
1970,FULLERTON PARK AND RIDE DOCK6,33.858463,-117.979425
1971,FULLERTON PARK AND RIDE DOCK 7,33.858466,-117.979628
1972,FULLERTON PARK AND RIDE DOCK 8,33.858466,-117.979815
1973,FULLERTON PARK AND RIDE DOCK 9,33.858465,-117.980015
1974,FULLERTON PARK AND RIDE DOCK 10,33.858464,-117.980206
1975,FULLERTON PARK AND RIDE DOCK 11,33.858464,-117.980406
1976,FULLERTON PARK AND RIDE DOCK 12,33.85846,-117.980604
1981,BROOKHURST-GARFIELD,33.687711,-117.953951
1983,BROOKHURST-ENT 18650 CHATEAU,33.691629,-117.954028
1984,BROOKHURST-ELLIS,33.694492,-117.954046
1985,BROOKHURST-QUAIL,33.697203,-117.9541
1987,BROOKHURST-TALBERT,33.702238,-117.954171
1988,BROOKHURST-SLATER,33.709402,-117.954265
1989,BROOKHURST-LA ALAMEDA,33.712068,-117.954284
1990,BROOKHURST-WARNER,33.717517,-117.954312
1991,BROOKHURST-PETUNIA,33.720449,-117.954399
1992,BROOKHURST-HEIL,33.723321,-117.954422
1993,BROOKHURST-THISTLE,33.725533,-117.954442
1994,BROOKHURST-EDINGER,33.730796,-117.954528
1995,BROOKHURST-EDINGER,33.729601,-117.954853
1996,BROOKHURST-THISTLE,33.725541,-117.954808
1997,BROOKHURST-HEIL,33.723055,-117.954779
1998,BROOKHURST-PETUNIA,33.719845,-117.954719
1999,BROOKHURST-WARNER,33.715573,-117.954724
2000,BROOKHURST-LA ALAMEDA,33.712227,-117.954669
2001,BROOKHURST-SLATER,33.708435,-117.954651
2002,BROOKHURST-TALBERT,33.701252,-117.95453
2003,BROOKHURST-PHILLIPS,33.697362,-117.95444
2004,BROOKHURST-ELLIS,33.693648,-117.954388
2005,BROOKHURST-NIAGARA RIVER,33.689827,-117.954319
2006,EDINGER-MAGNOLIA,33.730222,-117.971154
2007,EDINGER-SWEETLEAF,33.730207,-117.966728
2008,EDINGER-BUSHARD,33.730237,-117.962936
2010,EDINGER-LAS FLORES,33.730413,-117.949651
2011,EDINGER-WARD,33.730539,-117.945356
2012,EDINGER-LOS GATOS,33.730651,-117.941681
2013,EDINGER-EUCLID,33.730735,-117.93681
2014,EDINGER-MOUNT HICKS,33.730755,-117.933609
2015,EDINGER-NEWHOPE,33.730822,-117.928224
2016,EDINGER-RICHARDSON,33.730113,-117.92541
2017,EDINGER-IRIS,33.727618,-117.922623
2018,EDINGER-HARBOR,33.727498,-117.920085
2020,EDINGER-MOUNT OLANCHA,33.728381,-117.923335
2021,EDINGER-RICHARDSON,33.730568,-117.925653
2022,EDINGER-EUCLID,33.731003,-117.938082
2023,EDINGER-LOS GATOS,33.730875,-117.942195
2024,EDINGER-WARD,33.73078,-117.946467
2025,EDINGER-LAS FLORES,33.730657,-117.950303
2026,EDINGER-BROOKHURST,33.730523,-117.955106
2038,EUCLID-TALBERT,33.702458,-117.93679
2039,EUCLID-SOUTHPARK,33.704637,-117.936845
2040,EUCLID-SLATER,33.709312,-117.936925
2041,EUCLID-ENT 17300 VALLEY PARK,33.71188,-117.936949
2042,EUCLID-WARNER,33.714714,-117.936991
2043,EUCLID-WARNER,33.717462,-117.936993
2044,EUCLID-CAMELLIA,33.719245,-117.937036
2045,EUCLID-LAVENDER,33.722496,-117.937066
2046,EUCLID-BLUE ALLIUM,33.726054,-117.937112
2047,EUCLID-BELLFLOWER,33.728706,-117.937137
2048,EUCLID-EDINGER,33.731803,-117.937144
2050,EUCLID-EDINGER,33.731115,-117.93746
2052,EUCLID-BLUE ALLIUM,33.725874,-117.93737
2053,EUCLID-LAVENDER,33.722437,-117.937351
2054,EUCLID-CAMELIA,33.719801,-117.937341
2055,EUCLID-WARNER,33.715911,-117.937298
2056,EUCLID-ENT 17300 VALLEY PARK,33.711369,-117.937274
2057,EUCLID-SLATER,33.708773,-117.937197
2058,EUCLID-SOUTHPARK,33.704421,-117.937143
2070,HARBOR-HEIL,33.723477,-117.919695
2071,HARBOR-EDINGER,33.728132,-117.919741
2072,HARBOR-LILAC,33.730546,-117.919761
2073,HARBOR-LILAC,33.730205,-117.920107
2075,HARBOR-EDINGER,33.728016,-117.920056
2076,HARBOR-HEIL,33.723203,-117.920029
2077,MAGNOLIA-GARFIELD,33.687092,-117.971378
2078,MAGNOLIA-JAY,33.690975,-117.971383
2079,MAGNOLIA-ELLIS,33.693577,-117.971458
2080,MAGNOLIA-NILE RIVER,33.695871,-117.97148
2081,MAGNOLIA-HELM,33.698262,-117.971511
2082,MAGNOLIA-TALBERT,33.702136,-117.971572
2083,MAGNOLIA-WINDSOR,33.705681,-117.971628
2084,MAGNOLIA-SLATER,33.708899,-117.971675
2085,MAGNOLIA-LA STELLA,33.71126,-117.971679
2086,MAGNOLIA-LA PALOMA,33.712933,-117.971725
2087,MAGNOLIA-WARNER,33.716324,-117.971772
2089,MAGNOLIA-FOXGLOVE,33.725389,-117.971879
2090,MAGNOLIA-MINT,33.728266,-117.971933
2091,MAGNOLIA-WARNER,33.714971,-117.972022
2092,MAGNOLIA-LA PALOMA,33.712982,-117.972024
2093,MAGNOLIA-LA STELLA,33.710379,-117.971967
2094,MAGNOLIA-SLATER,33.708205,-117.971937
2095,MAGNOLIA-EL PRESIDENTE,33.705004,-117.9719
2096,MAGNOLIA-LA ROCA,33.703201,-117.971871
2097,MAGNOLIA-TALBERT,33.70055,-117.971851
2098,MAGNOLIA-RHINE RIVER,33.69836,-117.971792
2099,MAGNOLIA-NILE RIVER,33.696222,-117.97176
2100,MAGNOLIA-ELLIS,33.693507,-117.971716
2101,MAGNOLIA-NIGHTINGALE,33.689756,-117.971652
2124,TALBERT-NEWLAND,33.70113,-117.979956
2125,TALBERT-SANTA CECILIA,33.701137,-117.974451
2126,TALBERT-MAGNOLIA,33.701187,-117.971114
2127,TALBERT-2ND,33.701294,-117.968697
2128,TALBERT-OAK,33.701399,-117.966252
2129,TALBERT-BUSHARD,33.701564,-117.962237
2130,TALBERT-LEMON,33.701567,-117.958387
2131,TALBERT-BROOKHURST,33.701562,-117.955538
2132,TALBERT-WARD,33.701659,-117.946251
2133,TALBERT-MOUNT SHAY,33.701694,-117.941451
2134,TALBERT-EUCLID,33.701745,-117.936454
2135,TALBERT-MOUNT WASHINGTON,33.701788,-117.932075
2136,TALBERT-MOUNT WASHINGTON,33.701982,-117.9329
2137,TALBERT-EUCLID,33.70199,-117.937461
2138,TALBERT-LOS TIEMPOS,33.701958,-117.94104
2139,TALBERT-WARD,33.701858,-117.946051
2140,TALBERT-BROOKHURST,33.701866,-117.955004
2142,TALBERT-CYPRESS,33.701857,-117.958794
2143,TALBERT-BUSHARD,33.701826,-117.963383
2144,TALBERT-OAK,33.701612,-117.967161
2145,TALBERT-MAGNOLIA,33.701392,-117.972326
2146,TALBERT-SANTA MARIANA,33.701374,-117.977034
2147,TALBERT-NEWLAND,33.701358,-117.979954
2153,WARNER-NEWLAND,33.715591,-117.979815
2154,WARNER-ROSS,33.715621,-117.976277
2155,WARNER-MAGNOLIA,33.715612,-117.97317
2156,WARNER-BUSHARD,33.715867,-117.962821
2157,WARNER-GREENLEAF,33.715988,-117.959057
2158,WARNER-NECTARINE,33.716039,-117.956717
2159,WARNER-BROOKHURST,33.716099,-117.953715
2160,WARNER-SAN BRUNO,33.716167,-117.949471
2161,WARNER-WARD,33.716162,-117.945339
2162,WARNER-LOS JARDINES WEST,33.716194,-117.940687
2163,WARNER-EUCLID,33.716184,-117.936204
2164,WARNER-MOUNT HOPE,33.716227,-117.933434
2165,WARNER-NEWHOPE,33.716276,-117.928023
2166,WARNER-WINTERBURG,33.715949,-117.92457
2167,WARNER-WINTERBURG,33.7164,-117.924852
2168,WARNER-NEWHOPE,33.7166,-117.928873
2169,WARNER-MOUNT MARCUS,33.71653,-117.933703
2170,WARNER-EUCLID,33.716523,-117.937723
2171,WARNER-LOS JARDINES WEST,33.716491,-117.941465
2172,WARNER-SAN BRUNO,33.716426,-117.949479
2173,WARNER-BROOKHURST,33.716441,-117.955054
2174,WARNER-GREENLEAF,33.716302,-117.958991
2175,WARNER-BUSHARD,33.716192,-117.961969
2177,BEACH-GARDEN GROVE,33.774809,-117.993025
2178,BELGRAVE-VALLEY VIEW,33.785381,-118.029199
2179,BAILEY-LAURELTON,33.785975,-118.031844
2180,BAILEY-CHAPMAN,33.78823,-118.032118
2183,BROOKHURST-HAZARD,33.752727,-117.954758
2184,BROOKHURST-JENNRICH,33.755233,-117.95477
2185,BROOKHURST-WESTMINSTER,33.760354,-117.954782
2186,BROOKHURST-TRAYLOR,33.76242,-117.954854
2187,BROOKHURST-TRASK,33.767239,-117.954874
2188,BROOKHURST-CENTRAL,33.770854,-117.954874
2189,BROOKHURST-GARDEN GROVE,33.77515,-117.955418
2190,BROOKHURST-STANFORD,33.777467,-117.95725
2191,BROOKHURST-LAMPSON,33.781642,-117.958431
2192,BROOKHURST-BIXBY,33.784175,-117.958477
2193,BROOKHURST-PAVILION PLAZA,33.786543,-117.958537
2194,BROOKHURST-CHAPMAN,33.789085,-117.958583
2195,BROOKHURST-MCMICHAEL,33.793252,-117.95854
2196,BROOKHURST-ORANGEWOOD,33.795617,-117.958544
2197,BROOKHURST-BROOKSIDE,33.799779,-117.958606
2198,BROOKHURST-KATELLA,33.802435,-117.959069
2199,BROOKHURST-DEWEY,33.799639,-117.958952
2200,BROOKHURST-ORANGEWOOD,33.795464,-117.958945
2201,BROOKHURST-SKYLARK,33.792692,-117.958895
2202,BROOKHURST-CHAPMAN,33.78745,-117.958928
2203,BROOKHURST-BIXBY,33.784008,-117.958826
2204,BROOKHURST-LAMPSON,33.78154,-117.958791
2205,BROOKHURST-STANFORD,33.77705,-117.957353
2206,BROOKHURST-GARDEN GROVE,33.773555,-117.955257
2207,BROOKHURST-CENTRAL,33.77062,-117.955231
2208,BROOKHURST-TRASK,33.766307,-117.955261
2209,BROOKHURST-WOODBURY,33.762273,-117.955208
2210,BROOKHURST-WESTMINSTER,33.758675,-117.955132
2211,BROOKHURST-13TH,33.755585,-117.955143
2212,CHAPMAN-VALLEY VIEW,33.788302,-118.027512
2213,CHAPMAN-JASPER,33.788312,-118.024084
2214,CHAPMAN-SPRINGDALE,33.788313,-118.019519
2215,CHAPMAN-LAMPLIGHTER,33.7883,-118.015218
2216,CHAPMAN-KNOTT,33.788133,-118.010714
2217,CHAPMAN-INDUSTRY,33.788188,-118.007631
2218,CHAPMAN-MONARCH,33.788253,-118.006042
2219,CHAPMAN-WESTERN,33.788175,-118.00186
2220,CHAPMAN-SANTA ROSALIA,33.788206,-117.997855
2221,CHAPMAN-MACNAB,33.788314,-117.978081
2222,CHAPMAN-MAGNOLIA,33.788336,-117.974862
2223,CHAPMAN-LORALEEN,33.788357,-117.971992
2224,CHAPMAN-GILBERT,33.788405,-117.966904
2225,CHAPMAN-PROMENADE,33.788396,-117.962501
2226,CHAPMAN-BROOKHURST,33.788444,-117.959206
2228,CHAPMAN-PARK,33.788511,-117.954719
2230,CHAPMAN-NUTWOOD,33.78853,-117.949725
2231,CHAPMAN-NELSON,33.788517,-117.945863
2232,CHAPMAN-EUCLID,33.788523,-117.940689
2233,CHAPMAN-LOARA,33.788544,-117.936934
2234,CHAPMAN-9TH,33.788624,-117.932014
2236,CHAPMAN-JACALENE,33.788681,-117.927514
2237,CHAPMAN-WEST,33.788657,-117.922999
2238,CHAPMAN-BUARO,33.788684,-117.918958
2239,CHAPMAN-HARBOR,33.788689,-117.914044
2240,CHAPMAN-SOMERSET,33.78872,-117.910188
2241,CHAPMAN-HASTER,33.788728,-117.905075
2242,CHAPMAN-JETTY,33.788775,-117.900731
2243,CHAPMAN-HASTER,33.788976,-117.906686
2244,CHAPMAN-HARBOR,33.788981,-117.915957
2245,CHAPMAN-BUARO,33.788933,-117.918999
2246,CHAPMAN-WEST,33.788867,-117.924499
2247,CHAPMAN-JACALENE,33.788873,-117.926763
2249,CHAPMAN-9TH,33.788832,-117.93292
2250,CHAPMAN-LOARA,33.788792,-117.937288
2251,CHAPMAN-EUCLID,33.78874,-117.941756
2252,CHAPMAN-MEDINA,33.788727,-117.945542
2253,CHAPMAN-NUTWOOD,33.788702,-117.950423
2254,CHAPMAN-SEACREST,33.78869,-117.953121
2256,CHAPMAN-BROOKHURST,33.788746,-117.959806
2257,CHAPMAN-PROMENADE,33.788679,-117.962638
2258,CHAPMAN-GILBERT,33.788636,-117.967097
2259,CHAPMAN-LORALEEN,33.788562,-117.97142
2260,CHAPMAN-MAGNOLIA,33.788552,-117.97614
2261,CHAPMAN-MACNAB,33.788528,-117.978513
2262,CHAPMAN-DALE,33.788522,-117.984639
2263,CHAPMAN-WESTERN,33.788416,-118.002095
2264,CHAPMAN-MONARCH,33.788396,-118.006453
2265,CHAPMAN-INDUSTRY,33.788388,-118.00821
2266,CHAPMAN-KNOTT,33.7884,-118.011621
2267,CHAPMAN-LAMPLIGHTER,33.788444,-118.015742
2271,EUCLID-WESTMINSTER,33.759999,-117.937542
2272,EUCLID-WOODBURY,33.763195,-117.937579
2273,EUCLID-TRASK,33.767325,-117.937615
2274,EUCLID-CENTURY,33.769872,-117.937698
2275,EUCLID-SHERMAN,33.772084,-117.93777
2276,EUCLID-GARDEN GROVE,33.774653,-117.937807
2277,EUCLID-ACACIA,33.776348,-117.937863
2278,EUCLID-STANFORD,33.777697,-117.938491
2279,EUCLID-COLLEGE,33.779334,-117.940428
2280,EUCLID-LAMPSON,33.78178,-117.940986
2281,EUCLID-JERRY,33.7844,-117.94099
2282,EUCLID-MARIAN,33.786727,-117.941016
2283,EUCLID-CHAPMAN,33.789416,-117.941098
2284,EUCLID-WAKEFIELD,33.799223,-117.941269
2285,EUCLID-KATELLA,33.802295,-117.941618
2286,EUCLID-PALMA VISTA,33.799233,-117.941549
2287,EUCLID-ORANGEWOOD,33.79612,-117.941475
2288,EUCLID-PATRICIA,33.791993,-117.941402
2289,EUCLID-CHAPMAN,33.788165,-117.941357
2290,EUCLID-MARION,33.78603,-117.941322
2291,EUCLID-LAMPSON,33.78104,-117.941245
2292,EUCLID-MAIN,33.779076,-117.940611
2293,EUCLID-STANFORD,33.777422,-117.938715
2294,EUCLID-ACACIA,33.775431,-117.938151
2295,EUCLID-GARDEN GROVE,33.773467,-117.938077
2297,EUCLID-CENTURY,33.768895,-117.937978
2298,EUCLID-TRASK,33.766483,-117.937958
2299,EUCLID-BLAKE,33.763047,-117.937887
2300,EUCLID-WESTMINSTER,33.759185,-117.937803
2301,EUCLID-EMPEROR QUANG TRUNG,33.754955,-117.937784
2302,EUCLID-HAZARD,33.75265,-117.937752
2303,FAIRVIEW-GARDEN GROVE,33.773526,-117.903114
2304,FAIRVIEW-DOWNIE,33.771002,-117.903155
2305,FAIRVIEW-TRASK,33.7668,-117.903118
2306,GARDEN GROVE-BEACH,33.773708,-117.992354
2307,GARDEN GROVE-COAST,33.773683,-117.989615
2308,GARDEN GROVE-MONROE,33.773629,-117.98598
2309,GARDEN GROVE-WILSON,33.773702,-117.983076
2310,GARDEN GROVE-JOSEPHINE,33.773716,-117.979712
2312,GARDEN GROVE-MAGNOLIA,33.773789,-117.975439
2313,GARDEN GROVE-CANNERY,33.773816,-117.972106
2314,GARDEN GROVE-CASA LINDA,33.773838,-117.968746
2315,GARDEN GROVE-GILBERT,33.773851,-117.966555
2316,GARDEN GROVE-GALWAY,33.77393,-117.962791
2317,GARDEN GROVE-BROOKHURST WAY,33.773878,-117.957852
2318,GARDEN GROVE-BROOKHURST,33.773935,-117.954406
2319,GARDEN GROVE-NUTWOOD,33.773921,-117.949866
2320,GARDEN GROVE-CENTURY,33.77396,-117.945505
2321,GARDEN GROVE-MAIN,33.77396,-117.940459
2322,GARDEN GROVE-EUCLID,33.774083,-117.93744
2323,GARDEN GROVE-CIVIC CENTER,33.774085,-117.935359
2324,GARDEN GROVE-NINA,33.774084,-117.932454
2325,GARDEN GROVE-NEWHOPE,33.77416,-117.928767
2326,GARDEN GROVE-LEMONWOOD,33.774209,-117.926869
2327,GARDEN GROVE-WEST,33.77421,-117.923752
2328,GARDEN GROVE-HARBOR,33.774241,-117.919325
2329,GARDEN GROVE-RAINBOW,33.774282,-117.917309
2331,GARDEN GROVE-PARTRIDGE,33.774293,-117.910336
2333,GARDEN GROVE-FAIRVIEW,33.774295,-117.902597
2335,GARDEN GROVE-LEWIS,33.774352,-117.897012
2337,GARDEN GROVE-LEWIS,33.774618,-117.89787
2338,GARDEN GROVE-FAIRVIEW,33.774581,-117.901696
2339,GARDEN GROVE-HASTER,33.774522,-117.90672
2340,GARDEN GROVE-PARTRIDGE,33.774497,-117.910863
2341,GARDEN GROVE-PALM,33.774518,-117.914487
2342,GARDEN GROVE-HARBOR,33.774576,-117.918959
2343,GARDEN GROVE-WEST,33.774457,-117.923957
2344,GARDEN GROVE-LEMONWOOD,33.774462,-117.927498
2345,GARDEN GROVE-NEWHOPE,33.774441,-117.929556
2346,GARDEN GROVE-9TH,33.774377,-117.932578
2348,GARDEN GROVE-EUCLID,33.774405,-117.93854
2349,GARDEN GROVE-GROVE,33.774327,-117.941895
2350,GARDEN GROVE-NELSON,33.774229,-117.945753
2351,GARDEN GROVE-NUTWOOD,33.774267,-117.950189
2352,GARDEN GROVE-BROOKHURST,33.774153,-117.955572
2353,GARDEN GROVE-BROOKHURST,33.774124,-117.958263
2354,GARDEN GROVE-GALWAY,33.774112,-117.962815
2355,GARDEN GROVE-GILBERT,33.77407,-117.967441
2356,GARDEN GROVE-CASA LINDA,33.774077,-117.969133
2357,GARDEN GROVE-LUCILLE,33.774065,-117.973355
2358,GARDEN GROVE-MAGNOLIA,33.774007,-117.97576
2359,GARDEN GROVE-JOSEPHINE,33.774072,-117.979331
